Sentiment,News Headline
neutral,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments ."
negative,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur ."
neutral,Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer .
positive,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .
neutral,"Nordstjernan will make the offer in approximately one month , in September 2007 ."
neutral,The order was worth EUR 8mn .
neutral,Financial details were not disclosed .
neutral,"The Segu companies and PKC 's Polish unit will form a business servicing the western European markets with `` annual sales of about hundred million '' and about 2,500 employees , the Finnish company 's CEO , Harri Suutari , said ."
neutral,Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .
positive,Technopolis is Europe 's leading operator of technoparks .
positive,"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators ."
neutral,The number of customers is one of the most important parameters in determining the price of electricity networks .
negative,"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said ."
neutral,"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials ."
negative,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .
neutral,"Since inception in 1999 , Access ' stable management team has remained disciplined and focused on the proactive screening , selection and management of European small to mid-market buy-out funds of funds and mandates ."
neutral,L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .
negative,The net sales decreased to EUR 49.8 million from EUR 59.9 million .
neutral,"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth ."
neutral,The parties have therefore agreed to leave Avena out of the deal .
neutral,"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash ."
neutral,"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics ."
neutral,RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .
neutral,"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+�ki Oyj 's CEO Jukka Moisio ."
negative,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 ."
neutral,Both companies will keep their commercial independence and continue to market their traditional products individually .
positive,The agreement expands Tekla Structures ' scope of use to bridge design .
neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland ."
neutral,Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .
neutral,"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital ."
neutral,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo ."
neutral,The second-quarter net sales are expected to be on par with the first quarter of 2009 .
positive,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks ."
neutral,Together they generate Aspo 's goodwill .
neutral,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option ."
neutral,Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .
negative,The measures result from decreased demand in technical design and product information .
neutral,The passenger tunnel is expected to be put into operation in 2009 .
negative,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .
neutral,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein ."
negative,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 ."
neutral,South America and Asia are other promising markets .
neutral,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors ."
neutral,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey ."
neutral,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes ."
neutral,The annual value of the contracts is estimated at USD 2mn over the next three years .
neutral,"So , at the present time Nokian tires had the contract of tires production in China ."
positive,"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy ."
neutral,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .
positive,"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price ."
neutral,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses ."
neutral,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .
positive,"However , the proportion of the paid standing orders grew in 2009 ."
positive,"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year ."
neutral,`` BG Crane has been a strong partner for Hiab in Australia for many years .
neutral,The new shares entitle their holders to dividends for fiscal 2006 .
positive,"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues ."
neutral,The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .
neutral,The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .
negative,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 ."
neutral,The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .
positive,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .
neutral,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen ."
neutral,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm ."
neutral,"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland ."
negative,Operating profit for 2009 lower than outlook published earlier .
neutral,"The manager is critical of politicians ' failure to differentiate between beleaguered European financial institutions and Skandinavian banks , `` which sailed through the crisis without issues '' ."
neutral,The order is related to renewing the network of the telecommunications operator .
negative,Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .
positive,"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 ."
neutral,The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .
negative,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2"
positive,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades ."
neutral,Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .
neutral,Absolut Bank is exploring the possibility of further borrowing .
positive,The group 's 12-month operating profit grew 31 percent to 337.8 million euros .
positive,"However , the bottom-line result improved thanks to positive financial items ."
neutral,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices ."
negative,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume ."
neutral,"In the spring 2006 , a total of 386,530 Stock Options 2002 B were annulled ."
neutral,"`` Soon after , the collisions started . ''"
neutral,CapMan made its initial investment in OneMed in June 2006 .
neutral,"The official opening of the office , located in Prague , will be celebrated on May 20 ."
neutral,"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building ."
neutral,"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. ."
neutral,"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system ."
neutral,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia ."
positive,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 ."
negative,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier ."
neutral,The personnel s expertise and high level of technology play a major role in Exel Composites operations .
positive,"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 ."
neutral,"cents Scout for potential acquisition targets , with detailed insight into the companies financial and operational performance ."
negative,The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .
neutral,Sanoma will continue to focus on investing in digital media and on strengthening its market positions .
positive,"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn ."
negative,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 ."
neutral,"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks ."
neutral,The total investment of the project will be approximately EUR 36m .
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .
neutral,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .
positive,"We are very pleased with the fine co-operation between the two countries in recent times , he said ."
neutral,Her present position is the director of Stockmann 's international department stores .
neutral,Yakima created the position for him after emerging from economic downturns of its own .
negative,"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 ."
neutral,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .
positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .
positive,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 ."
neutral,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent ."
neutral,"The company reported net sales of EUR550m in 2005 and had some 3,200 employees ."
positive,"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn ."
negative,"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 ."
positive,"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency ."
positive,The diesel margin has remained high .
neutral,Liora 's got a brand-new bag .
neutral,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders ."
neutral,The value of the orders is over EUR 10mn .
neutral,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week ."
positive,YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .
negative,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries ."
neutral,"Operating profit for the 12-month period decreased from EUR9 .6 m while net sales increased from EUR69 .0 m , as compared to 2005 ."
neutral,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 ."
neutral,"The payment date is March 25 , 2010 ."
neutral,"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 ."
positive,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today ."
positive,New product launches in Finland will more than double from 2005 .
neutral,"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act ."
negative,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 ."
neutral,The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .
neutral,The statutory negotiations at headquarters are part of this decrease .
neutral,"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA ."
negative,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .
neutral,"Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum ."
neutral,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .
negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering ."
neutral,FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .
positive,Return on capital employed rose by 4.8 percentage points to 19.6 % .
neutral,"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 ."
neutral,Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .
neutral,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement ."
neutral,"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''"
neutral,"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc ."
neutral,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S."
negative,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 ."
negative,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies ."
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m ."
neutral,The venture recently agreed to buy Motorola 's wireless networks business for $ 1.2 billion and to deploy LightSquared 's national 4G network .
positive,"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae ."
neutral,Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .
neutral,Philips was not available to comment on the report .
neutral,"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries ."
neutral,"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world ."
neutral,Arena Partners Oy is a development company for electronic business .
neutral,"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts ."
neutral,Residents access to the block is planned to be from Aleksandri Street .
neutral,He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .
positive,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy ."
positive,It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .
neutral,"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said ."
neutral,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations ."
positive,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights ."
neutral,"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour ."
positive,Estonia 's beer market overall grew three percent last year to 130 million liters .
neutral,Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .
neutral,This includes a EUR 39.5 mn change in the fair value of investment properties .
positive,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .
neutral,`` Russia is ready to participate in an open tender for Lattelecom 's privatization .
neutral,"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote ."
negative,"The workforce will be reduced also in the Amsterdam office , in the Netherlands ."
neutral,"At 10.58 am , Outokumpu declined 2.74 pct to 24.87 eur , while the OMX Helsinki 25 was 0.55 pct higher at 2,825.14 and the OMX Helsinki added 0.64 pct to 9,386.89 ."
positive,Finnish Outokumpu Technology has been awarded several new grinding technology contracts .
positive,Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .
neutral,"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London ."
negative,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .
neutral,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 ."
neutral,The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . ''
neutral,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 ."
positive,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago ."
neutral,"Finland-based companies , L+�nnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia ."
positive,"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority ."
neutral,The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .
positive,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA ."
positive,`` This is a win for all OEMs targeting to develop WiMAX products .
neutral,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. ."
neutral,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .
neutral,"In future , the plant will focus on the production of flange profiles for wind farm towers ."
negative,Finnish media group Talentum has issued a profit warning .
negative,"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit ."
neutral,The value of the order is nearly EUR400m .
negative,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .
neutral,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn ."
neutral,`` It wo n't happen overnight .
neutral,"The device offers multimedia performance along with a host of productivity applications , including live stock prices ."
neutral,"So far the company has awarded more than $ 350,000 worth of tools and materials ."
neutral,"Tiimari 's registered share capital is 16,474,755 shares as per today ."
neutral,The investment will be worth approximately EUR 100mn .
positive,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies ."
positive,"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever ."
neutral,"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. ."
neutral,"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels ."
neutral,"ISMS does not disclose its financial results , the daily said ."
negative,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .
neutral,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .
neutral,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''"
neutral,The sale price was not disclosed .
neutral,"The number of class A shares remains unchanged at 9,526,089 shares ."
negative,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .
neutral,Rimi supermarket is the key customer in Magistral center .
positive,It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .
negative,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .
neutral,"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights ."
neutral,The number of magazine and newspaper readers remained unchanged .
positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .
neutral,The deal was worth about EUR 1.2 mn .
neutral,"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava ."
positive,EPS grew to 0.04 eur from 0.02 eur .
neutral,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services ."
positive,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .
neutral,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 ."
neutral,The agreement must be approved by the Russian competition authorities before it enters into force .
positive,"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association ."
negative,The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .
negative,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 ."
neutral,"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface ."
positive,Increased trust of our clients in YIT can be seen as apartment sales accelerated .
negative,"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share ."
negative,"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said ."
negative,Metso estimates the need for personnel reductions to amount to 25 people .
negative,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages ."
neutral,The StoneGate product is centrally manageable and suited for both physical and virtual environments .
positive,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .
negative,Cash Flow from Operations for the most recent quarter also reached a eight year low .
positive,Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .
neutral,The value of the contract is in total USD12m .
neutral,The financial details of the transaction were not disclosed .
positive,Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .
neutral,"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents ."
positive,"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete ."
positive,"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses ."
neutral,The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .
positive,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said ."
neutral,Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .
neutral,"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans"
positive,"According to Sepp+�nen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency ."
neutral,"It 's `` finger-friendly '' , and to my opinion , really fast ."
neutral,It was decided that the auditors are reimbursed according to invoice .
neutral,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .
neutral,"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products ."
neutral,"The product range includes marinated olives , cold cuts , and pates , for example ."
neutral,"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled ."
neutral,"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson ."
neutral,The first phase will be completed by the end of 2012 .
neutral,"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing ."
positive,"The original name Componenta +_m+_l , as a subsidiary of the Finnish Componenta Group , has been changed to +_m+_l Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 ."
negative,"As a result , the company has decided it will implement fixed-term temporary lay-offs ."
negative,"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 ."
neutral,Decisions are to be made as quickly as possible .
neutral,"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced ."
neutral,The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .
positive,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .
positive,Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .
neutral,"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline ."
neutral,"Blyk is launching first in the UK market in mid-2007 , with other markets to follow ."
neutral,The event can also be viewed as a live webcast at www.cargotec.com .
neutral,The value of orders on hand totaled EUR 237.1 mn .
neutral,"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business ."
neutral,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn ."
neutral,Almost two thirds of Olvi 's net sales come from outside Finland .
neutral,The invention carries International Patent Publication No. .
neutral,"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields ."
negative,"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high ."
neutral,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry ."
positive,"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 ."
positive,"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 ."
neutral,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 ."
neutral,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 ."
positive,Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .
neutral,Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .
neutral,The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .
neutral,Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .
neutral,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland ."
neutral,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .
